,Title,IMDB_id,Date of release,Genre,IMDB_rating,IMDB_Votes,Cast & Crew,Plot_keywords,Plot_summary
220,Vaastav: The Reality (1999),tt0220832,7 October 1999,"Action, Crime, Drama",8.0,13K,"Sanjay Dutt, Namrata Shirodkar, Reema Lagoo, Shivaji Satam, Sanjay Narvekar, Deepak Tijori, Mohnish Bahl, Paresh Rawal, Ekta Sohini, Mohan Joshi, Kashmira Shah, Ashish Vidyarthi, Himani Shivpuri, Usha Nadkarni, Achyut Potdar, Kishore Nandlaskar, Sunil Shende, Jack Gaud, Ganesh Yadav, Anand Abhyankar, Savita Karle, Dhananjay Mandrekar, Atul Kale, Ajit Kulkarni, Ashok Katakdhond, Imtiaz Hussain, Jayant Sawarkar, Bharat Jadhav, Makarand Anaspure, Satish Rajwade, Mangesh Satpute, Nilesh Divekar, Ramdas Jadhav, Baby Surbhi, Ranbir, Sacheen Suvarna, Satish Salagare, Sanjeev Pandit, Arun Badsavle, Sharmila Bawiskar, Ibrahim, Gulshan, Khan, Bala Dupte, Nagesh Haldankar, Nilesh Naik, Khalid Siddiqui, Sanjay Ahirrao, Vishal Ahire, Anil Gawde, Ranjit Singh, Rajesh Shirvaikar, Santosh Ramdas Manjrekar, Anil Agrahari, Sudesh Manjrekar, Ravi Mishra, Sunil Narvekar, Rajesh Narvekar, Ulhas Kadam, Mahesh Manjrekar, ","gang war, tragedy, gangster, best friend, brothel, prostitute, hitman, filicide, love, honeymoon, mumbai india, organized crime, encounter killing, mob hit, anti hero, marriage, violence, held at gunpoint, husband wife relationship, marriage proposal, police, betrayal, police officer, abortion, school dropout, beach, told in flashback, evil politician, corrupt politician, shot in the back, semiautomatic pistol, funeral, brother brother relationship, family relationships, murder, corrupt official, gun, mother son relationship, cocaine, revenge, fugitive, massacre, drugs, chase, prostitution, father son relationship, ",Consequences force an innocent man to get involved in crime after making an error.
221,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
222,Madaari (2016),tt5713232,21 July 2016,"Adventure, Drama, Thriller",7.6,14K,"Irrfan Khan, Jimmy Sheirgill, Vishesh Bansal, Tushar Dalvi, Nitish Pandey, Kedar Bagaria, Manoj Bakshi, Sunil Bedi, Rajat Bhalla, Satyajit Bhattacharya, Akash Dabas, Rahul Dhir, Jitendra Gupta, Rajiv Gupta, Vikas Jain, Sadhil Kapoor, Vijay Kaushik, Sabir Khan, Ravi Mahasabde, Ravi Mahashabde, Pallavi Mishra, Aakash Negi, Purva Parag, Sachin Pathak, Manish Raj, Dr. Vivek Rajpal, Ayesha Raza, Sanjeev Sahay, Umesh Shrivastav, Deepak Shroff, Gurvinder Singh, Vikrant Singh, Chandraprakash Thakur, Neha Atri, ","revenge, ","When Nirmal loses his family in a disaster caused by government corruption, he embarks on a journey seeking accountability and revenge."
223,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
224,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
225,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
226,Ajab Prem Ki Ghazab Kahani (2009),tt1252596,6 November 2009,"Action, Comedy, Romance",6.4,14K,"Ranbir Kapoor, Katrina Kaif, Darshan Jariwala, Smita Jaykar, Zakir Hussain, Upen Patel, Mukesh Ahuja, Priya Badada, Rana Jung Bahadur, Abhay Bhargava, Dolly Bindra, Vishwanath Chatterjee, Mithilesh Chaturvedi, Pradeep Chaudhry, Balwant Devidas, Iqbal Dosani, Jayant Gadekar, Dhananjay Galani, Delhi Ganesh, Janani Gautam, Ameya Hunaswadkar, Jagdeep, Jasieen, Madhvendra Jha, Vineet Kapoor, Salman Khan, Pradeep Kharab, Viju Khote, Varsha Lalwani, Khurshed Lawyer, Amit Mahi, Mahendra Mewati, Dheeraj Miglani, Sanatan Modi, Govind Namdeo, Navneet Nishan, Sitaram Panchal, Lalit Parashar, Mohan V. Raman, Shankar Sachdev, Shyam Mashalkar, Madan Singh, Akul Tripathi, Rati Shankar Tripathi, Ajay Kumar Verma, Rajkumar Santoshi, ","istanbul turkey, ","The wacky adventures of a young man who is willing to sacrifice his own love to insure the happiness of others, even trying to get the girl of his dreams married to the guy of her dreams."
227,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
228,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
229,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
230,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
231,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
232,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
233,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
234,Roja (1992),tt0105271,15 August 1992,"Drama, Romance, Thriller",8.2,12K,"Arvind Swamy, Madhoo, Pankaj Kapur, Nassar, Shiva Rindani, Janakaraj, Vaishnavi Mahant, Vijaya Chandrika, Vatsala Rajagopal, C.K. Saraswathi, Sathyapriya, Sujatha, Raju Sundaram, ","kashmir, love, terrorist, husband wife reunion, burning a flag, patriotism, indian flag, husband wife relationship, indian army, hostage, arranged marriage, character name in title, military, tamil nadu, machine gun, forest, kidnapper kidnapped relationship, fire, flag, curfew, language barrier, army officer, hostage exchange, escape, abduction, military officer, marital bliss, happiness, snow, unwanted marriage, wedding, marriage, young girl, love after marriage, terrorism, kashmir conflict, ","A woman from a village in Tamil Nadu marries a sophisticated city dweller and moves with him to Kashmir, where all is rosy - until he gets kidnapped by militants."
235,Johnny Gaddaar (2007),tt1077248,28 September 2007,"Crime, Drama, Mystery",7.8,12K,"Dharmendra, Rimi Sen, Ashwini Kalsekar, Neil Nitin Mukesh, Vinay Pathak, Zakir Hussain, Dayanand Shetty, Govind Namdeo, Rasika Joshi, Shankar Sachdev, Priyanka Bose, Farah, Radhika, Neeraj Khetrapal, Sonia Rakkar, Vyjayanthi, Swatantra Bharat, Jasbeer, Rajtilak, Parichehar, Priyesh Kaushik, Jaywant Wadkar, Firdaus Mevawala, Rajesh Jais, Jaya Kolekar, Parvez Khan, Umar, Jaydutt Vyas, Hiwarale, Ajay Tiwari, Akram Khan, Deva Mishra, Anisha Narang, Shirin Nagporewala, Shankar Shatke, Rama Rao, Dharmesh Thakkar, Avinash Chandwarkar, Das Babu, Azaan Shah, ","neo noir, betrayal, nightclub, gambling, shot to death, goa india, counterfeit money, traitor, train, nonlinear timeline, heist, corrupt cop, anti hero, double cross, con artist, title spoken by character, adulterous wife, looking at oneself in a mirror, false identity, death of husband, nurse, police, money, cat, death of protagonist, ensemble cast, thrown from a train, tension, shot in the chest, gun, chloroform, car in water, beating, apartment, airport, accidental killing, wristwatch, hotel, bus, torture, shot in the back, highway, dark humor, blood, adultery, love interest, ","Police officers recount a tale of missing money which results in lies, deceit, betrayal and death."
236,Go Goa Gone (2013),tt2436516,10 May 2013,"Action, Adventure, Comedy",6.7,14K,"Saif Ali Khan, Kunal Khemu, Vir Das, Anand Tiwari, Puja Gupta, Hardik Malaviya, Rahul Jaiswal, Soha Ali Khan, Chacha Mogambo, Pitobash, Suparn Varma, ","russian mafia, rave party, experimental drug, cocaine, zombie survival, zombie outbreak, stoner, marijuana, yuppie, break up, goa india, zombie, drugs, island, friend, russian, vacation, roommate, russian abusive language, buying condom, bare chested male, tattoo, ledge, subtitles, crude humor, beach, vodka, bitten by a zombie, exploding zombie, exploding body, jumping from height, bazooka, tower, presumed dead, tent, waterfall, zombie hit by a car, flashlight, house, knife in the head, hiding in a tree, tree, jeep, fake accent, shot in the head, umbrella, blood splatter, flesh eating zombie, cabin, woods, sex on the beach, boat, swimming pool, bikini, f word, flirting, aimlessness, cheating girlfriend, ring, smoking in toilet, cigarette smoking, reference to facebook, reference to steve jobs, office, drinking, marijuana joint, drug use, shotgun, gore, blonde, ","A group of friends, just looking to have a good time in a rave party on a remote island in Goa, find out that the island is infested with Zombies."
237,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
238,Hey Ram (2000),tt0222012,18 February 2000,"Crime, Drama, History",7.9,12K,"Kamal Haasan, Shah Rukh Khan, Rani Mukerji, Hema Malini, Girish Karnad, Naseeruddin Shah, Om Puri, Vikram Gokhale, Saurabh Shukla, Nassar, Abbas, Atul Kulkarni, Sowcar Janaki, Iravati Harshe, Vasundhara Das, Gautham Kanthadai, Nagamani Mahadevan, Shubhangi Gokhale, Mohini Mathur, Ram Mohan, Arun Bali, Shadaab Khan, Yatin Karyekar, Manoj Pahwa, Madhuri Sanjeev, Sharad Ponkshe, Tushar Gandhi, V.S. Raghavan, Delhi Ganesh, Gollapudi Maruthi Rao, Y.G. Mahendran, Arun Mehra, Chandrahasan, Lewis K. Elbinger, Shruti Haasan, K.S. Ramesh, Umesh Sharma, S.K. Ghosh, Annapoorna, Anand, Ambarish, U.B.G. Menon, Bolai Sarkar, Nagaraja Bhagavathar, Baby Taj, Bobby, Mohammed Ali, Arun Sadekar, Yunus, Raj Patra, Savar, Amitabh Srivastava, Gilles, Suprithi, Rashmi, Rahul, Jayasimha, Vikram, Sirish Purohit, Aravind Akash, Shabhir, Sheik Ahamed, Amar, Robert, Manjit Singh, Sarfaraz Khan, Jaya Murali, Suryanarayana, Prof. Angamuthu, Prasanth Nikhale, Arindam Sil, Ajay, A.C. Murali, Nikita Palekar, Twinkle, Narasimha, R.C. Sunder, Sreenivasan, Prachi Shah, Maya Jadhav, Venkatraman, R. Varadharajan, Selvaraj, Ganesh Gurang, Dinesh Chibber, Preeth, Charanva, Swathi, Dharthi, Varsha, Venkata Lakshmi, Parimala, Saraswathi, Karpagam, Baby Sharanya, Master Balaji, Master Ambi, Baby Sanjana Khanna, Baby Zara, Akshay Bhatiya, Baby Ishwarya, Pranita Bishnoi, Master Prakash Balaji, Rahul Awate, Nawazuddin Siddiqui, Vaali, ","assassination, religious intolerance, violence, hindu, sex scene, rape, religion, independence, conflicted hero, vengeance, surrealism, social commentary, sacrifice, passage of time, non violence, interracial friendship, freeze frame, ethnic conflict, anti hero, massacre, title spoken by character, character name in title, egotism, power failure, man wears eyeglasses, death, flashback, pistol, murder, loss of wife, husband wife relationship, last words, visual metaphor, vegetarian, terminal illness, racial harmony, photograph, naivety, loss of friend, karma, jump cut, immaturity, harmony, friendship, fantasy sequence, drunkenness, brotherhood, black and white to color, black and white scene, bare chested male, politics, controversy, wedding, period piece, assassin, death of friend, ",Saketh Ram's wife is raped and killed during direct action day riots in Calcutta. He is convinced that Mahatma Gandhi is responsible for all the problems happening in the country and sets ou... Read all
239,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
240,Te3n (2016),tt4814290,9 June 2016,"Drama, Mystery, Thriller",7.3,12K,"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Mukesh Chhabra, Paritosh Sand, Tota Roy Chowdhury, Aarnaa Sharma, Suneel Sinha, Prakash Belawadi, Padmavati Rao, Sabyasachi Chakrabarty, Soumyajit Majumdar, Anupam Bhattacharya, Ardhendu Banerjee, Sumit Samaddar, Madhumita Sen, Ricky Patel, Deblina Chakraborty, Ravindranath, Sujata Ghosh, Abhik Sarkar, Somnath Mondal, Sajal Chatterjee, Rahul Lahiri, Sukomol Chatterjee, Manab Chaudhari, Dibakar Baruri, Indu Bhushan Roy, Anando Mukherjee, ","based on film, suspense, ","A grandfather, a priest, and a police officer investigate the case of a kidnapped child."
241,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
242,Chupke Chupke (1975),tt0072783,11 April 1975,"Comedy, Drama, Romance",8.3,12K,"Dharmendra, Sharmila Tagore, Amitabh Bachchan, Jaya Bachchan, David Abraham, Usha Kiran, Lily Chakravarty, Keshto Mukherjee, Dev Kishan, Om Prakash, Lalita Kumari, Nayana Apte, Chaitali, Aarti, Amol Sen, Harish Magon, Vishal Desai, Masterji, Asrani, ","neo screwball comedy, brother in law brother in law relationship, chauffeur, prank, breaking the fourth wall, mistaken identity, husband wife relationship, battle of wits, marriage, guest house, botany student, botany professor, false identity, newlywed couple, thief, friendship, deception, train station, song, friend, elopement, drinking, alcoholic, fast motion scene, car, watchman, family relationships, train, garden, professor, attraction, wedding, taxi driver, botany, restaurant, surprise ending, ",A newly wedded husband plays a practical joke on his wife's family with full support from his wife and friends.
243,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
244,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
245,Shaadi Mein Zaroor Aana (2017),tt7469726,9 November 2017,"Drama, Romance",7.6,14K,"Rajkummar Rao, Kriti Kharbanda, K.K. Raina, Alka Amin, Vipin Sharma, Govind Namdeo, Navni Parihar, Nayani Dixit, Manoj Pahwa, Neha d Bhriguvanshi, Karanvir Sharma, Abhijeet Singh, Ashish Kapoor, Ajitesh Gupta, Shailendra Kumar, Vivek Yadav, ","family relationships, ","Satyendra Mishra ""Rajkumar Rao"" and Aarti Shukla ""Kriti Kharbanda"" agree to get married arranged by their parents, after Satyendra Mishra get government job. Aarti Shukla, run away from thei... Read all"
246,The Ghazi Attack (2017),tt6299040,17 February 2017,"Action, Thriller, War",7.6,13K,"Rana Daggubati, Kay Kay Menon, Atul Kulkarni, Om Puri, Nassar, Rahul Singh, Milind Gunaji, Taapsee Pannu, Amitabh Bachchan, Chiranjeevi, Ramanuj Dubey, Rajiv Kachroo, Satyadev Kancharana, Bikramjeet Kanwarpal, Kunal Kaushik, Malyaban Lahiri, Akshay Mittal, Priyadarshi, Bharath Reddy, Suriya, Thiruveer, Ravi Varma, ","mission, indians, pakistani, torpedo, indian ocean, rescue, bilingual, navy officer, battle, plan, conspiracy, death, dive, gunpoint, secret code, surveillance, risk, danger, survival, 1970s, blood, sinking, drowning, corpse, book, national anthem, patriotism, revival, civilian, food, ball, girl child, doctor, first aid, map, death of loved one, drill, responsibility, team, gun, captain, leadership, water, human behavior, underwater scene, submarine, based on true story, ","A Pakistani submarine, Ghazi plans to secretly attack Vizag port. For doing so, it has to get past Indian submarine S21."
247,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
248,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
249,No One Killed Jessica (2011),tt1734110,6 January 2011,"Biography, Crime, Drama",7.2,11K,"Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam, Rajesh Sharma, Satyadeep Misra, Yogendra Tikku, Mohd. Zeeshan Ayyub, Manoj Bakshi, Abhishek Banerjee, Vintee Bansal, Pallavi Batra, Ranjit Batra, Mahesh Bhatt, Purnendu Bhattacharya, Eisha Chopra, Sushil Dahiya, Avijit Dutt, Maanvi Gagroo, Ashish Goyal, Raj Kumar Gupta, Suman Gupta, Armin-Paul Hampel, Hanish Kalia, Ravi Katara, Amar Kaushik, Jasbir Malik, Vidushi Mehra, Shammi Narang, Bubbles Sabharwal, Aayeinaa Sareen, Ritesh Shah, Ashu Sharma, Shireesh Sharma, Yogesh Shirke, Geeta Sudan, Anuj Tikku, ","cover up, journalist, delhi india, court, justice, testimony, spoiled brat, father daughter relationship, female protagonist, lawyer, f word, sting operation, candlelight vigil, candlelight march, miscarriage of justice, media hype, bribe, television reporter, grief, media, murder, police inspector, profanity, murder trial, witness, loss of sister, politician, based on true story, character name in title, ","A journalist, who is more of an activist teams up with the sister of a murdered model, as she gets interested in the case and wants to bring justice to her case."
250,Maine Pyar Kiya (1989),tt0100095,29 December 1989,"Drama, Musical, Romance",7.3,12K,"Salman Khan, Bhagyashree, Alok Nath, Rajeev Verma, Reema Lagoo, Ajit Vachani, Harish Patel, Deep Dhillon, Huma Khan, Handsome, Pervin Dastur, Shreechand Makhija, Rakesh Shrivastav, Dilip Joshi, Sushil Johri, Sunil Nanda, Nandlal Jaiswal, Master Bhagwan, Purnendu Shekhar, Raju Srivastava, Bala Dhingra, Mohan Srivastava, Chhaya, Master Pratik, Mohnish Bahl, Laxmikant Berde, Naushaad Abbas, Leela Aviet, Shirley, ","dove, love, insult, wealth, wages, arrogance, end of friendship, friendship, urination, rich boy poor girl, class differences, businessman, fight, ","After Suman's father leaves her in the care of another family while he travels abroad, she falls in love with Prem. However, in order to for them to marry, Prem has to prove to Suman's fathe... Read all"
251,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
252,Humpty Sharma Ki Dulhania (2014),tt3678938,11 July 2014,"Comedy, Drama, Romance",6.0,12K,"Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla, Sahil Vaid, Gaurav Pandey, Jaswant Daman, Kenneth Desai, Deepika Amin, Mahnaz Damania, Aditya Sharma, Arshpreet, Ashish Bhargava, Balbir, Bhanu Pratap Singh, Dharmesh, Dilpreet Singh Pannu, Gulbir Singh, Guncha Narula, Gursimran Vasudev, Harsh Sharma, Hemant Koumar, Jaspal Kaur, Jaswinder Kapoor, Jimmy Varyani, Manish, Manish Walia, Nishit Broker, Pankaj, Qutee Negpal, Rajbir Kaur, Rajinder Prasad, Rakesh Dogra, Sagar Ghadi, Sagar Kale, Shivani Mahajan, Sohajl, Sumit Garewal, Swati Trivedi, Swena Athane, Varun Machhar, Vishal, ","character name in title, arranged marriage, father daughter relationship, wedding, weeping man, fight, reference to lady gaga, dinner date, milk, sleeping on the roof, banana, face slap, beating, character says i love you, sting operation, flirting, drinking contest, beer, push ups, dancing, dj, leather jacket, running, motorcycle, reference to google, uncle niece relationship, bribe, cricket bat, public toilet, police, train, doctor, cigarette smoking, new car, falling in love, kiss, reference to facebook, money, family relationships, dress, internet cafe, cyber cafe, ","A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra, she meets Humpty Sharma, a carefree Delhiite, and falls in love wi... Read all"
253,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
254,Tere Bin Laden (2010),tt1629391,16 July 2010,"Comedy, Drama",7.2,10K,"Ali Zafar, Pradhuman Singh, Piyush Mishra, Nikhil Ratnaparkhi, Chirag Vohra, Sugandha Garg, Rahul Singh, Chinmay Mandlekar, Rajendra Sethi, Seema Bhargava, Barry John, Masood Akhtar, Indivar Bhatia, Akash Dhar, Armen Grayg, Badrul Islam, Harry Josh, Jay Parkash, Vakshay Verma, ","fbi federal bureau of investigation, video, reporter, news reporter, money, tv news, pakistan, rooster crowing, rooster, terrorist, news satire, press, press conference, satellite surveillance, satellite, motorcycle, pack of money, money falling through the air, illegal immigration, arabian, arabic, fake identity, fake news report, mujahideen, war on terrorism, us invasion of afghanistan, afghanistan, anti americanism, world map, video tape, radio dj, communist, makeup artist, makeup, burqa, holding cell, cruise missile, missile, truck, secretary of defense, american soldier, news report, ak 47, hand grenade, killing a chicken, fried chicken, chicken farm, chicken coop, chicken, egg, karachi pakistan, taliban, ","A reporter casts a fake Bin Laden to act in his video message to America, so he can immigrate there."
255,No Entry (2005),tt0451833,26 August 2005,"Comedy, Drama, Musical",6.6,11K,"Anil Kapoor, Fardeen Khan, Salman Khan, Bipasha Basu, Lara Dutta, Celina Jaitly, Esha Deol, Boman Irani, Paresh Ganatra, Pratima Kazmi, Dinesh Hingoo, Kaveri Ghosh, Mangala Kenkre, Abdul Qayyoom Khan, Razak Khan, Yasmin Khan, Vishal Lalwani, Ashok Narayan, Navin Rathod, Depesh Shah, Neetha Shetty, Santosh Shetty, Anjan Srivastav, Brijesh Tripathi, Ekram Kashmiri, Sameera Reddy, ","prostitute, bloopers during credits, suspicious wife, south africa, shopping mall, seductress, seduction, rope, posing as a married couple, politician, playboy, nightclub, misunderstanding, mistrust of husband, mauritius, marriage, husband wife relationship, hooker, honeymoon, hiding in a bathroom, falling over a cliff, fake heart attack, face slap, doctor, dancer, cockroach, cobra, cheating husband, beach, argument, adultery, womanizer, extramarital affair, ","Kishan and Sunny's life are troubled after their womanizing friend Prem sets them up with a hooker named Bobby, leading to web of lies and confusions."
